PDB_ID	H_chain_ID	L_chain_ID	Ag_chain_ID(s)	Affinity_KD(nM)	Affinity_method	Affinity_temp(K)	Remark
5zxv	C	D	B	57.6	SPR	N.A.	N.A.
6a0z	H	L	A	53	SPR	N.A.	N.A.
6a3w	J	K	L	2.3	SPR	298	N.A.
6a4k	H	L	A	35.26	SPR	298	N.A.
6a67	H	L	A	1.004	SPR	310	N.A.
6a77	H	L	A	N.A.	N.A.	N.A.	B5209B Fab-ROBO1 Ig5 complex
6a78	H	L	A;B	239	ITC	N.A.	B5209B scFv(WT)-ROBO1Ig5 complex
6a79	H	L	A;B	8.2	ITC	N.A.	B5209B scFv(P103HA)-ROBO1Ig5
6a96	L	N.A.	B;C	N.A.	N.A.	N.A.	N.A.
6ad7	C	D	A	N.A.	N.A.	N.A.	N.A.
6ad8	C	D	A	N.A.	N.A.	N.A.	N.A.
6ada	C	D	A	N.A.	N.A.	N.A.	N.A.
6adb	C	D	A	N.A.	N.A.	N.A.	N.A.
6adc	C	D	A	N.A.	N.A.	N.A.	N.A.
6aj9	D	E	A	N.A.	N.A.	N.A.	N.A.
6aj9	H	L	C	N.A.	N.A.	N.A.	N.A.
6al0	H	L	A	N.A.	N.A.	N.A.	N.A.
6al1	H	L	A	N.A.	N.A.	N.A.	N.A.
6dbf	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6dbg	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6dc3	H	L	F	34	SPR	N.A.	N.A.
6dc5	B	C	A	0.12	SPR	N.A.	N.A.
6ddm	B	A	C	0.42	ITC	298	N.A.
6ddr	B	A	C	0.94	ITC	298	N.A.
6ddv	B	A	C	5.78	ITC	298	N.A.
6de7	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6de7	H	L	G	N.A.	N.A.	N.A.	N.A.
6dfg	H	L	A	N.A.	N.A.	N.A.	N.A.
6dfh	H	L	A	N.A.	N.A.	N.A.	N.A.
6dfi	H	L	E	N.A.	N.A.	N.A.	N.A.
6dfj	H	L	E	N.A.	N.A.	N.A.	N.A.
6djp	C	D	A	N.A.	N.A.	N.A.	N.A.
6djp	E	F	B	N.A.	N.A.	N.A.	N.A.
6dkj	H	L	C	0.061	kinetic exclusion assay	N.A.	N.A.
6do1	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6dzv	B	C	A	N.A.	N.A.	N.A.	N.A.
6dzz	B	C	A	N.A.	N.A.	N.A.	N.A.
6e1k	F	E	A	N.A.	N.A.	N.A.	N.A.
6e4x	Z	Y	B	N.A.	N.A.	N.A.	N.A.
6e56	H	J	A	N.A.	N.A.	N.A.	N.A.
6e5p	O	P	A;C	N.A.	N.A.	N.A.	N.A.
6e62	H	L	P	3.2	BLI	N.A.	N.A.
6e63	H	L	P	3.7	BLI	N.A.	N.A.
6gjq	B	N.A.	A	25	ITC	293	N.A.
6gjs	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gjs	C	N.A.	A	37.9	ITC	293	N.A.
6gju	B	N.A.	A	37.9	ITC	293	N.A.
6gju	C	N.A.	A	54	ITC	293	N.A.
6gk4	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gk4	C	N.A.	A	39	ITC	293	N.A.
6gkd	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gkd	H	N.A.	F	1100	ITC	293	N.A.
6gku	H	L	A	0.9	SPR	N.A.	N.A.
6glw	H	L	A	N.A.	N.A.	N.A.	N.A.
6glx	H	L	A	N.A.	N.A.	N.A.	N.A.
6gs1	H	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gs4	H	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gs7	H	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gv1	H	L	A	N.A.	N.A.	N.A.	N.A.
6gwn	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gwn	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gwp	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gwp	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6gwq	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h02	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h15	C	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6h16	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h1f	A	N.A.	B	N.A.	N.A.	N.A.	N.A.
6h2y	H	L	D	2.7	SPR	298	N.A.
6h3t	H	L	A	5.4	BLI	N.A.	N.A.
6h3u	H	L	B	36	BLI	N.A.	N.A.
6h5n	C	B	A	N.A.	N.A.	N.A.	N.A.
6h6y	E	N.A.	A;B	0.163	ITC	308	N.A.
6h6z	C	N.A.	A;B	4.58	ITC	303	N.A.
6h70	C	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6h71	C	N.A.	A	43.8	ITC	298	N.A.
6h72	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h7j	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h7l	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h7m	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h7n	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6h7o	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6hco	D	C	A;B	N.A.	N.A.	N.A.	N.A.
6her	B	N.A.	A	40	SPR	298	N.A.
6hf1	C	B	A	N.A.	N.A.	N.A.	N.A.
6hga	H	L	B	N.A.	N.A.	N.A.	N.A.
6hhc	H	L	A	2.4	SPR	298	N.A.
6hhd	B	N.A.	A;C	40	SPR	298	N.A.
6hhu	G	N.A.	A	N.A.	N.A.	N.A.	N.A.
6hhu	H	N.A.	A	N.A.	N.A.	N.A.	N.A.
6hig	H	L	B	N.A.	N.A.	N.A.	N.A.
6hjx	G	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6hjy	F	N.A.	A;E	N.A.	N.A.	N.A.	N.A.
6hjy	G	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6hx4	H	L	B	N.A.	N.A.	N.A.	N.A.
6hxw	H	L	A	N.A.	N.A.	N.A.	N.A.
6i04	H	L	A	0.2	BLI	298	N.A.
6i07	A	N.A.	C	10	BLI	298	N.A.
6i6j	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6i8g	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6i8h	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6i8s	H	L	D	0.006	SPR	N.A.	N.A.
6i9i	H	L	D	N.A.	N.A.	N.A.	N.A.
6iap	E	D	A	N.A.	N.A.	N.A.	N.A.
6iap	H	L	A	N.A.	N.A.	N.A.	N.A.
6ibb	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6ibl	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6icc	H	L	A	N.A.	N.A.	N.A.	N.A.
6icf	H	L	A	N.A.	N.A.	N.A.	N.A.
6idi	H	L	D	N.A.	N.A.	N.A.	CA trace only;pH 8.0
6idk	H	L	D	40.18	BLI	N.A.	CA trace only;pH 5.0
6idl	I	J	E	40.18	BLI	N.A.	CA trace only;pH 5.0
6iea	H	L	A	295	SPR	298	N.A.
6ieb	H	L	A	18.5	SPR	298	N.A.
6iec	H	L	A	743	SPR	298	N.A.
6iek	B	C	A	47.7	SPR	298	N.A.
6ieq	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6ieq	H	L	G	N.A.	N.A.	N.A.	N.A.
6ii4	E	F	C	16.6	SPR	298	N.A.
6ii8	H	L	C	386	SPR	298	N.A.
6ii9	H	L	A	19.4	SPR	298	N.A.
6ion	H	L	A	N.A.	N.A.	N.A.	N.A.
6ir1	B	N.A.	A	22.5	ITC	293	N.A.
6ir2	B	N.A.	A	3.02	ITC	293	N.A.
6iut	H	L	A	N.A.	N.A.	N.A.	N.A.
6iuv	H	L	A	N.A.	N.A.	N.A.	N.A.
6ivz	H	L	A	9.7	SPR	298	N.A.
6iw0	H	L	A	13.5	SPR	298	N.A.
6iw2	B	C	A	13.5	SPR	298	N.A.
6j11	H	L	A	25	SPR	298	N.A.
6j14	A	B	G	1.54	SPR	298	N.A.
6j15	H	L	D	1.22	SPR	298	N.A.
6j5d	H	L	A	45.4	SPR	298	N.A.
6j5f	H	L	A	390	SPR	298	N.A.
6j5g	H	L	A	390	SPR	298	N.A.
6j6y	B	C	A	0.36	ELISA	N.A.	N.A.
6j71	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6jb2	A	N.A.	B	635	SPR	298	N.A.
6jb5	A	N.A.	B	635	SPR	298	N.A.
6jb8	A	N.A.	B	0.13	SPR	298	N.A.
6jbt	H	L	F	N.A.	N.A.	N.A.	N.A.
6jep	H	L	E	1.06	SPR	298	N.A.
6jfh	H	L	E	1.06	SPR	298	CA trace only
6jfi	H	L	E	1.06	SPR	298	CA trace only
6jhq	D	E	C	5.14	SPR	298	N.A.
6jhr	E	D	C	2.19	SPR	298	N.A.
6jhs	E	D	C	7.1	SPR	298	N.A.
6jht	E	D	C	7.18	SPR	298	N.A.
6jjp	A	B	C	3.55	SPR	N.A.	N.A.
6jsz	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6k0y	A	B	C	40.3	SPR	N.A.	N.A.
6k3m	N.A.	A	H	N.A.	N.A.	N.A.	N.A.
6k5a	C	D	A	N.A.	N.A.	N.A.	N.A.
6k5d	C	D	A	N.A.	N.A.	N.A.	N.A.
6k5f	C	D	A	N.A.	N.A.	N.A.	N.A.
6k5i	C	D	A	N.A.	N.A.	N.A.	N.A.
6k64	N.A.	A	C	N.A.	N.A.	N.A.	N.A.
6k65	H	L	A	N.A.	N.A.	N.A.	N.A.
6k67	N.A.	A	B	N.A.	N.A.	N.A.	N.A.
6k68	F	G	I	N.A.	N.A.	N.A.	N.A.
6k69	N.A.	A	B	N.A.	N.A.	N.A.	N.A.
6k6a	N.A.	B	C	N.A.	N.A.	N.A.	N.A.
6k6b	N.A.	A	B	N.A.	N.A.	N.A.	N.A.
6k7o	H	L	A	2.9	BLI	N.A.	N.A.
6kn9	D	N.A.	A	6.1	BLI	298	N.A.
6knm	A	N.A.	B	0.083	SPR	N.A.	N.A.
6ko5	H	L	A	N.A.	N.A.	N.A.	N.A.
6krz	D	E	A	N.A.	N.A.	N.A.	N.A.
6ks0	H	L	A	N.A.	N.A.	N.A.	N.A.
6ks1	H	L	A	N.A.	N.A.	N.A.	N.A.
6ktr	A	B	C	N.A.	N.A.	N.A.	N.A.
6kyz	B	C	A;D	82.3	ITC	N.A.	N.A.
6kz0	B	C	A	9.1	ITC	N.A.	N.A.
6l62	H	L	A	N.A.	N.A.	N.A.	N.A.
6lbh	E	F	A	216.1	ITC	298	N.A.
6lgw	A	N.A.	E	35.3	SPR	298	N.A.
6ln2	C	B	A	N.A.	N.A.	N.A.	N.A.
6lr7	B	N.A.	A	6.7	ITC	293	N.A.
6lxi	H	L	A	543	SPR	298	N.A.
6lxj	H	L	A	946	SPR	298	N.A.
6lxk	H	L	A	401	SPR	298	N.A.
6lyn	H	L	D	1.12	BLI	N.A.	N.A.
6lz2	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6lz9	H	L	B	N.A.	N.A.	N.A.	N.A.
6m0f	H	L	A	N.A.	N.A.	N.A.	N.A.
6m0z	H	L	A	N.A.	N.A.	N.A.	N.A.
6m2r	H	L	A	N.A.	N.A.	N.A.	N.A.
6m38	H	L	A	N.A.	N.A.	N.A.	N.A.
6m3b	C	B	A	13	SPR	298	N.A.
6m3c	H	L	A	10	SPR	298	N.A.
6m3z	H	L	A	N.A.	N.A.	N.A.	N.A.
6m47	H	L	A	N.A.	N.A.	N.A.	N.A.
6m58	H	L	A;B	1	BLI	N.A.	N.A.
6mco	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mco	H	L	G	N.A.	N.A.	N.A.	N.A.
6mdt	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mdt	H	L	G	N.A.	N.A.	N.A.	N.A.
6meh	H	L	C	N.A.	N.A.	N.A.	N.A.
6mei	H	L	C	N.A.	N.A.	N.A.	N.A.
6mej	A	B	C	N.A.	N.A.	N.A.	N.A.
6mej	H	L	C	N.A.	N.A.	N.A.	N.A.
6mek	I	G	A	N.A.	N.A.	N.A.	N.A.
6mek	H	L	C	N.A.	N.A.	N.A.	N.A.
6mfp	H	L	G	0.6	SPR	N.A.	N.A.
6mft	H	L	G	43	BLI	302	N.A.
6mg7	H	L	G	2.1	SPR	298	N.A.
6mhr	A	B	C	22	SPR	298	N.A.
6mi2	A	B	C	69	SPR	298	N.A.
6ml8	H	L	A	N.A.	N.A.	N.A.	N.A.
6mlk	H	L	A	13	ELISA	295	N.A.
6mlm	F	G	A;B	0.1	SPR	N.A.	N.A.
6mn7	G	N.A.	A	46500	BLI	N.A.	N.A.
6mpg	5	6	2	N.A.	N.A.	N.A.	N.A.
6mpg	8	7	2	N.A.	N.A.	N.A.	N.A.
6mpg	3	4	2;A	42.4	SPR	298	N.A.
6mph	X	Z	A	N.A.	N.A.	N.A.	N.A.
6mph	g	i	A;B	N.A.	N.A.	N.A.	N.A.
6mph	H	L	C;D	0.135	SPR	298	N.A.
6mtj	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mtj	H	L	G	N.A.	N.A.	N.A.	N.A.
6mtn	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mtn	H	L	G	N.A.	N.A.	N.A.	N.A.
6mto	H	L	T	0.39	BLI	N.A.	N.A.
6mtq	H	L	T	N.A.	N.A.	N.A.	N.A.
6mu6	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mu6	H	L	G	N.A.	N.A.	N.A.	N.A.
6mu7	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mu7	H	L	G	N.A.	N.A.	N.A.	N.A.
6mu8	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mu8	H	L	G	N.A.	N.A.	N.A.	N.A.
6muf	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6muf	H	L	G	N.A.	N.A.	N.A.	N.A.
6mug	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6mug	H	L	G	N.A.	N.A.	N.A.	N.A.
6mui	C	D	B	N.A.	N.A.	N.A.	N.A.
6mvl	H	L	A	N.A.	N.A.	N.A.	N.A.
6mw9	C	D	B	N.A.	N.A.	N.A.	N.A.
6mwc	C	D	B	N.A.	N.A.	N.A.	N.A.
6mwv	C	D	B	N.A.	N.A.	N.A.	N.A.
6mwx	C	D	B	N.A.	N.A.	N.A.	N.A.
6mxt	N	N.A.	A	N.A.	N.A.	N.A.	N.A.
6myy	H	L	A	2300	BLI	302	N.A.
6mzj	H	L	A	43	BLI	302	N.A.
6n1v	f	h	A	N.A.	N.A.	N.A.	N.A.
6n1v	X	Z	A	N.A.	N.A.	N.A.	N.A.
6n1v	H	L	C;D	9.75	SPR	298	N.A.
6n1w	m	n	2	N.A.	N.A.	N.A.	N.A.
6n1w	q	r	2;C	N.A.	N.A.	N.A.	N.A.
6n1w	H	L	C;D	0.185	SPR	298	N.A.
6n48	B	N.A.	A	N.A.	N.A.	N.A.	Ab as stabilizer
6n4y	F	N.A.	A	N.A.	N.A.	N.A.	N.A.
6n50	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
6n51	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6n5b	H	L	B	7.1	ELISA	N.A.	N.A.
6n5d	E	F	B	N.A.	N.A.	N.A.	N.A.
6n5e	E	D	A	0.6	ELISA	N.A.	N.A.
6n6b	K	L	A	N.A.	N.A.	N.A.	N.A.
6n81	H	L	A;B	N.A.	N.A.	N.A.	N.A.
6n8d	D	B	A	N.A.	N.A.	N.A.	N.A.
6nb3	H	L	C	N.A.	N.A.	N.A.	N.A.
6nb4	H	L	A	N.A.	N.A.	N.A.	N.A.
6nb6	I	M	B	0.059	BLI	303	N.A.
6nb7	H	L	A	0.059	BLI	303	N.A.
6nf2	J	K	A	N.A.	N.A.	N.A.	N.A.
6nf2	N	M	A;G	N.A.	N.A.	N.A.	N.A.
6nf2	H	L	B;G	3.48	SPR	298	N.A.
6nf5	H	L	A	N.A.	N.A.	N.A.	N.A.
6nf5	G	I	A;D	N.A.	N.A.	N.A.	N.A.
6nfc	H	L	A	N.A.	N.A.	N.A.	N.A.
6nfc	K	N	B	N.A.	N.A.	N.A.	N.A.
6nfj	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6nfu	A	B	C	N.A.	N.A.	N.A.	N.A.
6nfv	A	B	C	N.A.	N.A.	N.A.	N.A.
6ni2	A	N.A.	B	N.A.	N.A.	N.A.	N.A.
6ni2	H	L	B	N.A.	N.A.	N.A.	N.A.
6nip	H	L	Z	N.A.	N.A.	N.A.	N.A.
6niu	H	L	Z	4.8	BLI	N.A.	N.A.
6njl	L	N.A.	A	N.A.	N.A.	N.A.	N.A.
6njl	K	J	D	N.A.	N.A.	N.A.	N.A.
6njm	L	K	B	N.A.	N.A.	N.A.	N.A.
6njn	I	N.A.	A	N.A.	N.A.	N.A.	N.A.
6njn	K	J	B	N.A.	N.A.	N.A.	N.A.
6nm6	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6nm6	H	L	G	N.A.	N.A.	N.A.	N.A.
6nm6	U	V	G	N.A.	N.A.	N.A.	N.A.
6nmr	H	L	S	0.183	SPR	N.A.	important KD data paper
6nms	H	L	S	0.458	SPR	N.A.	N.A.
6nmt	B	A	C	0.162	SPR	N.A.	N.A.
6nmu	H	L	S	0.426	SPR	N.A.	N.A.
6nmv	H	L	S	0.123	SPR	N.A.	N.A.
6nn3	H	L	A	N.A.	N.A.	N.A.	N.A.
6nnf	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6nnf	H	L	G	N.A.	N.A.	N.A.	N.A.
6nnf	U	V	G	N.A.	N.A.	N.A.	N.A.
6nnj	D	E	B;G	N.A.	N.A.	N.A.	N.A.
6nnj	H	L	G	N.A.	N.A.	N.A.	N.A.
6nnj	U	V	G	N.A.	N.A.	N.A.	N.A.
6nyq	H	L	C	N.A.	N.A.	N.A.	N.A.
6o39	B	A	C	1.7	BLI	298	N.A.
6o3a	B	A	E	5.2	BLI	298	N.A.
6o3b	B	A	C	4.5	BLI	298	N.A.
6o3c	B	N.A.	A	117	SPR	298	N.A.
6o3g	H	L	S	9.9	BLI	N.A.	N.A.
6o3j	H	L	G	9.9	BLI	N.A.	N.A.
6o3l	H	L	D	7.5	BLI	N.A.	N.A.
6o41	B	A	N	N.A.	N.A.	N.A.	N.A.
6o42	H	L	G	64.4	BLI	N.A.	N.A.
6o8d	H	L	C	N.A.	N.A.	N.A.	N.A.
6o9h	H	L	D	0.144	kinetic exclusion assay	N.A.	N.A.
6o9i	A	B	C	0.144	kinetic exclusion assay	N.A.	N.A.
6o9i	D	E	C	0.068	kinetic exclusion assay	N.A.	N.A.
6oan	B	N.A.	A	3.4	BLI	298	N.A.
6oao	B	N.A.	A;C	4.02	BLI	298	N.A.
6obc	B	N.A.	A	0.31	SPR	N.A.	important KD data paper
6obe	B	N.A.	A	4.01	SPR	N.A.	N.A.
6obg	C	N.A.	A	0.42	SPR	N.A.	N.A.
6obm	B	N.A.	A	4.2	SPR	N.A.	N.A.
6obo	C	N.A.	A	10.9	SPR	N.A.	N.A.
6oc3	A	B	E;F	2	BLI	N.A.	N.A.
6oca	C	N.A.	A	0.28	SPR	N.A.	N.A.
6ocb	H	L	A	1	BLI	N.A.	N.A.
6ocd	B	N.A.	A	9.51	SPR	N.A.	N.A.
6oe4	B	C	A	0.19	SPR	N.A.	N.A.
6oe5	B	C	A	N.A.	N.A.	N.A.	N.A.
6oe5	H	L	A	0.19	SPR	N.A.	N.A.
6oej	H	L	G	0.25	SPR	298	N.A.
6ofi	H	L	G	1.9	SPR	298	N.A.
6oge	C	B	A	N.A.	N.A.	N.A.	N.A.
6oge	E	D	A	N.A.	N.A.	N.A.	N.A.
6ogx	C	D	G	0.45	SPR	N.A.	N.A.
6ogx	H	L	G	2.5	SPR	N.A.	N.A.
6ohg	C	B	A	23.83	ITC	298	N.A.
6okm	H	L	R	2.5	SPR	N.A.	N.A.
6okn	C	D	E	0.45	SPR	N.A.	N.A.
6okp	M	N	D	N.A.	N.A.	N.A.	N.A.
6okp	K	L	E	N.A.	N.A.	N.A.	N.A.
6oor	H	L	A	12.4	SPR	298	N.A.
6opa	F	I	B;G	N.A.	N.A.	N.A.	N.A.
6opa	K	J	G	N.A.	N.A.	N.A.	N.A.
6opa	S	R	G	N.A.	N.A.	N.A.	N.A.
6opo	H	L	A	N.A.	N.A.	N.A.	N.A.
6opp	H	L	A	N.A.	N.A.	N.A.	N.A.
6opq	H	L	A	N.A.	N.A.	N.A.	N.A.
6oq5	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6oq5	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
6oq5	F	N.A.	A	N.A.	N.A.	N.A.	N.A.
6oq6	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6oq7	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6oq8	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
6orn	A	B	G	N.A.	N.A.	N.A.	N.A.
6oro	H	L	G	630	SPR	303	N.A.
6orp	H	L	G	400	SPR	303	N.A.
6orq	H	L	G	30	SPR	303	N.A.
6os0	D	N.A.	A	N.A.	N.A.	N.A.	Ab as stabilizer
6os1	D	N.A.	A	N.A.	N.A.	N.A.	Ab as stabilizer
6os2	D	N.A.	A	N.A.	N.A.	N.A.	Ab as stabilizer
6osh	H	L	K	7	SPR	N.A.	N.A.
6osv	H	L	K	3.8	SPR	N.A.	N.A.
6osy	5	6	2	N.A.	N.A.	N.A.	N.A.
6osy	H	L	2;A	1.25	SPR	298	N.A.
6osy	8	7	2;B	N.A.	N.A.	N.A.	N.A.
6ot1	H	L	B;D	N.A.	N.A.	N.A.	N.A.
6ot1	F	I	E	N.A.	N.A.	N.A.	N.A.
6ot1	q	r	E;G	2.72	SPR	298	N.A.
6otc	H	L	A	4.9	ITC	N.A.	N.A.
6oy4	D	C	A	N.A.	N.A.	N.A.	N.A.
6oyh	G	N.A.	C	N.A.	N.A.	N.A.	N.A.
6oyz	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
6oz2	H	L	G	N.A.	N.A.	N.A.	N.A.
6oz3	H	L	G	N.A.	N.A.	N.A.	N.A.
6oz4	H	L	G	N.A.	N.A.	N.A.	N.A.
6oz6	E	N.A.	A	N.A.	N.A.	N.A.	N.A.
6oz9	H	L	A;B	2.12	BLI	N.A.	N.A.
6p3r	C	D	E	N.A.	N.A.	N.A.	N.A.
6p3s	C	D	E	N.A.	N.A.	N.A.	N.A.
6p4a	H	L	C	0.736	BLI	298	important KD data paper
6p4b	H	L	C	0.976	BLI	298	N.A.
6p50	H	L	C	1	SPR	N.A.	N.A.
6p62	H	L	A	N.A.	N.A.	N.A.	N.A.
6p65	H	L	A;B	N.A.	N.A.	N.A.	N.A.
6p67	C	D	J	8.7	SPR	N.A.	N.A.
6p8m	H	L	C	113	BLI	N.A.	N.A.
6p8n	H	L	C	0.502	BLI	N.A.	N.A.
6p9h	H	L	A	N.A.	N.A.	N.A.	N.A.
6pa0	A	B	C	N.A.	N.A.	N.A.	N.A.
6pci	H	K	A	0.041	BLI	N.A.	N.A.
6pci	N	Q	A;D	2.12	BLI	N.A.	N.A.
6pcu	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6pdx	H	L	A	0.00974	BLI	298	N.A.
6pe8	H	L	T	N.A.	N.A.	N.A.	N.A.
6pe9	H	L	V	N.A.	N.A.	N.A.	N.A.
6phb	B	A	E	19.2	BLI	298	important KD data paper
6phc	C	D	E	4.6	BLI	298	N.A.
6phd	H	L	C	2.5	BLI	298	N.A.
6phf	C	D	E	4.6	BLI	298	N.A.
6pi7	C	B	A	N.A.	N.A.	N.A.	N.A.
6pis	H	L	A;B	N.A.	N.A.	N.A.	N.A.
6plk	H	L	E	1.15	BLI	N.A.	KD = 2.24 nM at pH 5.5
6ppg	H	L	F	N.A.	N.A.	N.A.	N.A.
6pxh	H	L	B	28	SPR	298	N.A.
6pz8	H	L	B	N.A.	N.A.	N.A.	N.A.
6pze	H	L	A	N.A.	N.A.	N.A.	N.A.
6pzf	H	L	A	N.A.	N.A.	N.A.	N.A.
6pzw	H	L	A;B	N.A.	N.A.	N.A.	N.A.
6pzy	C	D	A	N.A.	N.A.	N.A.	N.A.
6pzz	H	L	A	N.A.	N.A.	N.A.	N.A.
6q0e	H	L	A	1700	BLI	N.A.	N.A.
6q0h	H	L	A	1800	BLI	N.A.	Ab conformation I-7-0
6q0i	H	L	A	1800	BLI	N.A.	Ab conformation I-7-6
6q0l	H	L	A	1800	BLI	N.A.	Ab conformation I-7-1
6q0o	Z	B	A	400	BLI	N.A.	N.A.
6q18	H	L	A	600	BLI	N.A.	N.A.
6q1z	H	L	A	2.76	BLI	299	N.A.
6q20	H	L	A	2.58	BLI	299	N.A.
6q23	H	L	A	2.24	BLI	299	N.A.
6q6z	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6qb3	X	N.A.	A	2380	ITC	N.A.	N.A.
6qb4	X	N.A.	A	2380	ITC	N.A.	N.A.
6qb6	H	L	A	1140	ITC	N.A.	N.A.
6qee	C	B	A	N.A.	N.A.	N.A.	N.A.
6qex	C	B	A	N.A.	N.A.	N.A.	N.A.
6qfa	K	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6qfc	B	N.A.	A	2380	ITC	N.A.	N.A.
6qgw	B	N.A.	A	5.5	SPR	298	N.A.
6qgx	B	N.A.	A	1.8	SPR	298	N.A.
6qgy	B	N.A.	A	1.3	SPR	298	N.A.
6qig	H	L	A	N.A.	N.A.	N.A.	N.A.
6qup	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6qv2	E	N.A.	B	0.8	SPR	298	N.A.
6qx4	C	N.A.	A	N.A.	N.A.	N.A.	N.A.
6qx4	D	N.A.	A;B	N.A.	N.A.	N.A.	N.A.
6r0x	A	B	E	N.A.	N.A.	N.A.	N.A.
6r2s	B	A	C	0.02	SPR	298	important KD data paper
6r7t	A	N.A.	B	N.A.	N.A.	N.A.	N.A.
6r8x	C	B	A	4.7	solution equilibrium titration	N.A.	N.A.
6raf	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6rag	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6rah	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6rai	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6raj	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6rak	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6ral	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6ram	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6ran	C	N.A.	B	N.A.	N.A.	N.A.	N.A.
6rcu	B	C	A	0.636	BLI	N.A.	N.A.
6rcu	E	D	A	0.428	BLI	N.A.	N.A.
6rcv	E	D	A	0.428	BLI	N.A.	N.A.
6rcv	C	B	A;F	0.0103	BLI	N.A.	N.A.
6rlo	A	B	I;L	N.A.	N.A.	N.A.	N.A.
6rnk	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6rp8	H	L	C	N.A.	N.A.	N.A.	N.A.
6rpj	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6rps	H	L	A	3.4	flow cytometry	N.A.	N.A.
6rqm	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6rtw	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6rty	B	N.A.	A	N.A.	N.A.	N.A.	N.A.
6rvc	D	N.A.	A	N.A.	N.A.	N.A.	N.A.
